Matrix,v2Code,Analyte,Analyte Code,Common Method Name,Extraction reagents/formulation,Extraction Ratio,Extraction Basis,Extraction Time,Analyte Measurement Method,Observation Category,Reporting Unit,UoM Code,QUDT Code,QUDT URI,Citation Organization,Citation,Citation Link,Acceptance,Status,Row Added Date,Row Changed Date,Change Comment,Notes
SOIL,L_MODV2_SOIL_CA_021,calcium,CA,Mehlich 3,Mehlich 3 (0.2 N CH3COOH + 0.25 N NH4NO3 + 0.013 N HNO3 + 0.015 N NH4F + 0.001 M EDTA),1:10,m/v,5 min,"ICP-OES, AAS",MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,"SERA-6, NCERA-13, NECC-1812","Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology harmonization — cross-matrix consistency pass. | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_CA_022,calcium,CA,Mehlich 3,Mehlich 3 (0.2 N CH3COOH + 0.25 N NH4NO3 + 0.013 N HNO3 + 0.015 N NH4F + 0.001 M EDTA),1:10,v/v,5 min,"ICP-OES, AAS",MEASURED,mg/L,mg1L-1,MilliGM-PER-L,http://qudt.org/vocab/unit/MilliGM-PER-L,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3",,OFFICIAL,VALID,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,2026-04-03: Terminology harmonization — cross-matrix consistency pass. | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_CA_023,calcium,CA,Morgan,Morgan (0.72 N NaOAc + 0.52 N CH3COOH),1:05,v/v,15 min,"ICP-OES, AAS",MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5.",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology harmonization — cross-matrix consistency pass.,
SOIL,L_MODV2_SOIL_CA_024,calcium,CA,Modified Morgan,Modified Morgan (0.62 N NH4OH + 1.25 N CH3COOH),1:10,m/v,15 min,"ICP-OES, AAS",MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5.",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology harmonization — cross-matrix consistency pass.,
SOIL,L_MODV2_SOIL_CA_025,calcium,CA,Nitric Acid,,,,,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,EXPERIMENTAL,RETIRED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,Analyte Measurement Method clarified: ICP → ICP-OES,
SOIL,L_MODV2_SOIL_CA_026,calcium,CA,Plant Root Simulator,Plant Root Simulator - PRS,Saturated paste,in situ probe,180 min,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,MilliGM-PER-M2,http://qudt.org/vocab/unit/MilliGM-PER-M2,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition.",,PROPRIETARY,VALID,2024-11-13T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_027,calcium,CA,Plant Root Simulator,Plant Root Simulator - PRS,Saturated paste,m/v,,ICP-OES,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,,,,EXPERIMENTAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg,
SOIL,L_MODV2_SOIL_CA_028,calcium,CA,Plant Root Simulator,Plant Root Simulator - PRS,Saturated paste,in situ probe,24 hrs,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,MilliGM-PER-M2,http://qudt.org/vocab/unit/MilliGM-PER-M2,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition.",,PROPRIETARY,VALID,2024-11-13T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_029,calcium,CA,Plant Root Simulator,Plant Root Simulator - PRS,Saturated paste,in situ probe,24 hrs,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,MilliGM-PER-M2,http://qudt.org/vocab/unit/MilliGM-PER-M2,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition.",,PROPRIETARY,VALID,2024-11-13T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_030,calcium,CA,Potassium Chloride,1.0 N KCl,,m/v,,"ICP-OES, AAS",MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,,,,EXPERIMENTAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology harmonization — cross-matrix consistency pass.,
SOIL,L_MODV2_SOIL_CA_031,calcium,CA,Saturated paste,"Soil saturated with DI water, subsequent extraction and retained for analysis",Saturated paste,m/m,4 hrs,"ICP-OES, AAS",MEASURED,meq/L,meq1l-1,Needs QUDT Discussion,Needs QUDT Discussion,USDA,"US Salinity Staff, 1954. L.A Richards (ed.) Diagnosis and improvement of saline alkali soils. 160 p.  USDA Handb. 60 US Govt. Print Office, Washington DC.",,OFFICIAL,VALID,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,2026-04-03: Terminology harmonization — cross-matrix consistency pass.,
SOIL,L_MODV2_SOIL_CA_032,calcium,CA,Truog,"Truog, 0.002 N H2S04 buffered with NH4HS04, pH 3.0",0.180555556,m/v,30 min,ICP-OES,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,,,,PROVISIONAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_CA_033,calcium,CA,Ammonium Acetate,"1.0 N Ammonium Acetate, pH 7.0",1:10,m/v,5 min,"ICP-OES, AAS",MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 7, pp 7.1-7.3",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_034,calcium,CA,Ammonium Acetate,"1.0 N Ammonium Acetate, pH 7.0",1:10,m/v,5 min,"ICP-OES, AAS",MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 7, pp 7.1-7.3",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_035,calcium,CA,Ammonium Acetate,1.0 N Ammonium Acetate buffered to pH 8.5,1:10,m/v,30 min,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013, WERA-103. Method S-5.11",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_036,calcium,CA,Calculation,Mehlich 3 to Ammonium Acetate,Calculation,Calculation,Calculation,ICP-OES,CALCULATION,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,EXPERIMENTAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_037,calcium,CA,Slurry,Deionized Water,1:20,m/v,,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,EXPERIMENTAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_038,calcium,CA,Slurry,Deionized Water,5:01,m/v,,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,EXPERIMENTAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_039,calcium,CA,EPA 3050,"EPA 3050 Digestion (HNO3, H2O2), EPA 6010B (ICP-OES)",1:15,m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996.",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,Extraction ratio may vary
SOIL,L_MODV2_SOIL_CA_040,calcium,CA,H3A-1,H3A-1 Extractant (H3A-1 0.0024 M citric acid + 0.004 M oxalic acid + 0.004 M malic acid at pH 3.75 ),1:10,m/v,10 min,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,"Haney, R. L., et al. ""Modifications to the new soil extractant H3A-1: A multinutrient extractant."" Communications in soil science and plant analysis 41.12 (2010): 1513-1523.",,PROVISIONAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_041,calcium,CA,Ion Exchange Resin,Resin Extraction - Unibest (0.5 M HCl),Saturated paste,variable,24 hrs,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,"UniBest, Inc",https://www.unibestinc.com/about,,PROPRIETARY,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_042,calcium,CA,Ion Exchange Resin,Resin Extraction - Unibest (0.5 M HCl),Saturated paste,m/v,,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,"UniBest, Inc",https://www.unibestinc.com/about,,PROPRIETARY,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_043,calcium,CA,Lancaster,"Lancaster Extraction (Solution A:0.05 M HCl, Solution B: 1.57 M glacial acetic acid, 0.063 M malonic acid, 0.089 M malic acid, 0.032 M ammonium fluoride, 0.012 M aluminum chloride hexahydrate)",1:05,m/v,"Soil+Solution A, sit for 10 minutes. Add Solution B, shake for 10 minutes",ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.4",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_044,calcium,CA,Mehlich 1,Mehlich 1 (0.05 M HCl + 0.0125 M H2SO4),1:05,m/v,5 min,"ICP-OES, AAS",MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.2",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_045,calcium,CA,Mehlich 2,Mehlich 2 (0.2 N CH3COOH + 0.015 N NH4F + 0.2 N NH4Cl + 0.012 N HCl),1:10,m/v,5 min,"ICP-OES, AAS",MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,NCSU,"Mehlich A. 1978. New extractant for soil test evaluation of phosphorus, potassium, magnesium, calcium, sodium, manganese and zinc. Commun Soil Sci Plant Anal 9(6):477-92.",,PROVISIONAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_046,calcium,CA,Mehlich 3,Calculation,Calculation,Calculation,Calculation,Calculation,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,EXPERIMENTAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_047,calcium,CA,Mehlich 3,Mehlich 3 (0.2 N CH3COOH + 0.25 N NH4NO3 + 0.013 N HNO3 + 0.015 N NH4F + 0.001 M EDTA),1:10,m/v,5 min,"ICP-OES, AAS",MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,"SERA-6, NCERA-13, NECC-1812","Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_048,calcium,CA,Morgan,Morgan (0.72 N NaOAc + 0.52 N CH3COOH),1:05,v/v,15 min,"ICP-OES, AAS",MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5.",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_049,calcium,CA,Modified Morgan,Modified Morgan (0.62 N NH4OH + 1.25 N CH3COOH),1:10,m/v,15 min,"ICP-OES, AAS",MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5.",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_050,calcium,CA,Plant Root Simulator,Plant Root Simulator - PRS,Saturated paste,m/v,,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,EXPERIMENTAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_051,calcium,CA,Potassium Chloride,1.0 N KCl,,m/v,,"ICP-OES, AAS",MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,EXPERIMENTAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CA_052,calcium,CA,Truog,"Truog, 0.002 N H2S04 buffered with NH4HS04, pH 3.0",0.180555556,m/v,30 min,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,PROVISIONAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CACO3_001,calcium carbonate,CACO3,Acetic Acid,Acetic Acid,,,,ISE,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,EXPERIMENTAL,VALID,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_CACO3_002,calcium carbonate,CACO3,Ammonium Oxalate,Acid Ammonium Oxalate,,,,Titration,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,EXPERIMENTAL,VALID,2024-11-13T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CACO3_003,calcium carbonate,CACO3,Pressure Calcimeter,HCl,01:02.5,,,CO2 Displacement,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,SSSA,"Methods of Soil Analysis: Part 2 Microbiological and Biochemical Properties, 5.2, 1994.  (91-7)",,OFFICIAL,VALID,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,"Reagent abbreviation: ""Hydrochloric Acid"" → ""HCl"" | 2026-04-03: Final audit fixes applied",
SOIL,L_MODV2_SOIL_CACO3_004,calcium carbonate,CACO3,Titration,"1.0 N HCl, Titration with 1.0 N NaOH",,,,Titration,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013. Method S-1.3",,OFFICIAL,VALID,2024-11-13T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CACO3_005,calcium carbonate,CACO3,Weight Loss,"3.0 N HCl, Weight Loss CO2",2:10 to 5:10,,120 min,Gravimetric,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,WERA-103,"Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013. Method S-10.20",,OFFICIAL,VALID,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,2026-04-03: Final audit fixes applied,
SOIL,L_MODV2_SOIL_CACO3_006,calcium carbonate,CACO3,Weight Loss,"1.0 N HCl, Pressure Transducer",1:01,,120 min,Pressure Transducer,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,OFFICIAL,VALID,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,2026-04-03: Terminology and chemical naming standardization pass. | 2026-04-03: Final audit fixes applied,
SOIL,L_MODV2_SOIL_C_001,carbon,C,Slurry,Deionized Water,,,,ICP-OES,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,,,,EXPERIMENTAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg,
SOIL,L_MODV2_SOIL_C_002,carbon,C,Slurry,Deionized Water,,,,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,EXPERIMENTAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_CMP_001,Carbon Mineralization Potential,CMP,Incubation,1-day incubation followed by CO2-C evolution and capture at 50% water-filled pore space.,50% water-filled pore space,m/v,24 hrs,Electrical Conductivity,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,Soil Health Institute,"Zibilske, 1994",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg,
SOIL,L_MODV2_SOIL_CMP_002,Carbon Mineralization Potential,CMP,Incubation,1-day incubation followed by CO2-C evolution and capture at 50% water-filled pore space.,50% water-filled pore space,m/v,24 hrs,Infrared gas analyzer (IRGA),MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,Soil Health Institute,"Zibilske, 1994",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Final audit fixes applied,
SOIL,L_MODV2_SOIL_CMP_003,Carbon Mineralization Potential,CMP,Incubation,1-day incubation followed by CO2-C evolution and capture at 50% water-filled pore space.,50% water-filled pore space,m/v,24 hrs,Titration,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,Soil Health Institute,"Zibilske, 1994",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg,
SOIL,L_MODV2_SOIL_CMP_004,Carbon Mineralization Potential,CMP,Incubation,1-day incubation followed by CO2-C evolution and capture at 50% water-filled pore space.,50% water-filled pore space,m/v,24 hrs,CO2 Paddle,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,Woods End Laboratories,Solvita Gel System; https://solvita.com/co2-burst/,,PROVISIONAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg,
SOIL,L_MODV2_SOIL_CMP_005,Carbon Mineralization Potential,CMP,Incubation,3-day incubation followed by CO2-C evolution and capture at 50% water-filled pore space.,50% water-filled pore space,m/v,3 days,Electrical Conductivity,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,Soil Health Institute,"Zibilske, 1994",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_CMP_006,Carbon Mineralization Potential,CMP,Incubation,3-day incubation followed by CO2-C evolution and capture at 50% water-filled pore space.,50% water-filled pore space,m/v,3 days,Infrared gas analyzer (IRGA),MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,Soil Health Institute,"Zibilske, 1994",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology and chemical naming standardization pass. | 2026-04-03: Final audit fixes applied,
SOIL,L_MODV2_SOIL_CMP_007,Carbon Mineralization Potential,CMP,Incubation,3-day incubation followed by CO2-C evolution and capture at 50% water-filled pore space.,50% water-filled pore space,m/v,3 days,Titration,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,Soil Health Institute,"Zibilske, 1994",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_CMP_008,Carbon Mineralization Potential,CMP,Incubation,4-day incubation followed by CO2-C evolution and capture at 50% water-filled pore space.,50% water-filled pore space,m/v,4 days,Electrical Conductivity,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,Soil Health Institute,"Zibilske, 1994",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_CMP_009,Carbon Mineralization Potential,CMP,Incubation,4-day incubation followed by CO2-C evolution and capture at 50% water-filled pore space.,50% water-filled pore space,m/v,4 days,Infrared gas analyzer (IRGA),MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,Soil Health Institute,"Zibilske, 1994",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology and chemical naming standardization pass. | 2026-04-03: Final audit fixes applied,
SOIL,L_MODV2_SOIL_CMP_010,Carbon Mineralization Potential,CMP,Incubation,4-day incubation followed by CO2-C evolution and capture at 50% water-filled pore space.,50% water-filled pore space,m/v,4 days,Titration,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,Soil Health Institute,"Zibilske, 1994",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_CMP_011,Carbon Mineralization Potential,CMP,Incubation,7-day incubation followed by CO2-C evolution and capture at 50% water-filled pore space.,50% water-filled pore space,m/v,7 days,Electrical Conductivity,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,Soil Health Institute,"Zibilske, 1994",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_CMP_012,Carbon Mineralization Potential,CMP,Incubation,7-day incubation followed by CO2-C evolution and capture at 50% water-filled pore space.,50% water-filled pore space,m/v,7 days,Infrared gas analyzer (IRGA),MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,Soil Health Institute,"Zibilske, 1994",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology and chemical naming standardization pass. | 2026-04-03: Final audit fixes applied,
SOIL,L_MODV2_SOIL_CMP_013,Carbon Mineralization Potential,CMP,Incubation,7-day incubation followed by CO2-C evolution and capture at 50% water-filled pore space.,50% water-filled pore space,m/v,7 days,Titration,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,Soil Health Institute,"Zibilske, 1994",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_CMP_014,Carbon Mineralization Potential,CMP,Respiration,Solvita 24 Respiration,,,24 hrs,Spectrophotometric,CALCULATION,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,,"Woods End Laboratories, Mt. Vernon, ME.",,PROVISIONAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Final audit fixes applied,
SOIL,L_MODV2_SOIL_CMP_015,Carbon Mineralization Potential,CMP,Short Term Carbon Mineralization,KOH,,,4 days,Electrical Conductivity,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,USDA,https://directives.sc.egov.usda.gov/OpenNonWebContent.aspx?content=44475.wba page 9,,PROVISIONAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Final audit fixes applied,
SOIL,L_MODV2_SOIL_CMP_016,Carbon Mineralization Potential,CMP,Short Term Carbon Mineralization,NaOH,,,4 days,Electrical Conductivity,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,USDA,https://directives.sc.egov.usda.gov/OpenNonWebContent.aspx?content=44475.wba,,PROVISIONAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Final audit fixes applied,
